msisdn,gender,age
subscribers_01864,MALE,69
subscribers_01865,FEMALE,77
subscribers_01866,FEMALE,29
subscribers_01867,MALE,62
subscribers_01868,FEMALE,40
subscribers_01869,MALE,28
subscribers_01870,MALE,24
subscribers_01871,FEMALE,38
subscribers_01872,FEMALE,43
subscribers_01873,FEMALE,27
subscribers_01874,MALE,69
subscribers_01875,MALE,41
subscribers_01876,FEMALE,66
subscribers_01877,FEMALE,39
subscribers_01878,FEMALE,76
subscribers_01879,FEMALE,24
subscribers_01880,FEMALE,52
subscribers_01881,FEMALE,17
subscribers_01882,FEMALE,69
subscribers_01883,MALE,50
subscribers_01884,FEMALE,54
subscribers_01885,MALE,69
subscribers_01886,FEMALE,22
subscribers_01887,FEMALE,19
subscribers_01888,FEMALE,64
subscribers_01889,FEMALE,34
subscribers_01890,MALE,78
subscribers_01891,FEMALE,37
subscribers_01892,MALE,75
subscribers_01893,MALE,47
subscribers_01894,FEMALE,51
subscribers_01895,FEMALE,36
subscribers_01896,FEMALE,45
subscribers_01897,MALE,56
subscribers_01898,FEMALE,48
subscribers_01899,FEMALE,23
subscribers_01900,FEMALE,16
subscribers_01901,FEMALE,23
subscribers_01902,FEMALE,20
subscribers_01903,FEMALE,42
subscribers_01904,FEMALE,57
subscribers_01905,FEMALE,39
subscribers_01906,MALE,73
subscribers_01907,FEMALE,73
subscribers_01908,MALE,41
subscribers_01909,FEMALE,58
subscribers_01910,FEMALE,76
subscribers_01911,FEMALE,38
subscribers_01912,MALE,49
subscribers_01913,FEMALE,28
subscribers_01914,FEMALE,17
subscribers_01915,MALE,72
subscribers_01916,MALE,41
subscribers_01917,FEMALE,68
subscribers_01918,FEMALE,43
subscribers_01919,FEMALE,47
subscribers_01920,FEMALE,52
subscribers_01921,FEMALE,34
subscribers_01922,MALE,43
subscribers_01923,FEMALE,33
subscribers_01924,MALE,37
subscribers_01925,MALE,41
subscribers_01926,MALE,76
subscribers_01927,MALE,37
subscribers_01928,MALE,50
subscribers_01929,FEMALE,65
subscribers_01930,MALE,57
subscribers_01931,MALE,20
subscribers_01932,FEMALE,67
subscribers_01933,MALE,79
subscribers_01934,FEMALE,21
subscribers_01935,MALE,82
subscribers_01936,MALE,23
subscribers_01937,FEMALE,44
subscribers_01938,MALE,30
subscribers_01939,FEMALE,68
subscribers_01940,FEMALE,48
subscribers_01941,MALE,21
subscribers_01942,FEMALE,44
subscribers_01943,MALE,56
subscribers_01944,FEMALE,18
subscribers_01945,MALE,74
subscribers_01946,MALE,57
subscribers_01947,FEMALE,39
subscribers_01948,FEMALE,55
subscribers_01949,FEMALE,81
subscribers_01950,MALE,34
subscribers_01951,MALE,79
subscribers_01952,FEMALE,29
subscribers_01953,MALE,52
subscribers_01954,MALE,83
subscribers_01955,MALE,54
subscribers_01956,FEMALE,72
subscribers_01957,MALE,52
subscribers_01958,MALE,48
subscribers_01959,MALE,50
subscribers_01960,MALE,40
subscribers_01961,FEMALE,48
subscribers_01962,MALE,64
subscribers_01963,FEMALE,67
subscribers_01964,FEMALE,43
subscribers_01965,FEMALE,64
subscribers_01966,MALE,18
subscribers_01967,FEMALE,24
subscribers_01968,MALE,50
subscribers_01969,FEMALE,39
subscribers_01970,MALE,79
subscribers_01971,MALE,41
subscribers_01972,MALE,35
subscribers_01973,MALE,63
subscribers_01974,FEMALE,80
subscribers_01975,MALE,24
subscribers_01976,FEMALE,63
subscribers_01977,FEMALE,34
subscribers_01978,MALE,50
subscribers_01979,FEMALE,61
subscribers_01980,FEMALE,36
subscribers_01981,MALE,50
subscribers_01982,FEMALE,22
subscribers_01983,MALE,59
subscribers_01984,MALE,62
subscribers_01985,MALE,48
subscribers_01986,FEMALE,31
subscribers_01987,FEMALE,27
subscribers_01988,FEMALE,18
subscribers_01989,MALE,53
subscribers_01990,MALE,82
subscribers_01991,FEMALE,33
subscribers_01992,MALE,73
subscribers_01993,MALE,51
subscribers_01994,FEMALE,76
subscribers_01995,MALE,34
subscribers_01996,FEMALE,30
subscribers_01997,FEMALE,18
subscribers_01998,FEMALE,32
subscribers_01999,FEMALE,56
subscribers_02000,MALE,40
subscribers_02001,MALE,53
subscribers_02002,FEMALE,31
subscribers_02003,MALE,43
subscribers_02004,FEMALE,35
subscribers_02005,FEMALE,56
subscribers_02006,FEMALE,80
subscribers_02007,FEMALE,41
subscribers_02008,MALE,32
subscribers_02009,FEMALE,81
subscribers_02010,MALE,42
subscribers_02011,MALE,35
subscribers_02012,FEMALE,19
subscribers_02013,MALE,80
subscribers_02014,FEMALE,38
subscribers_02015,FEMALE,39
subscribers_02016,FEMALE,31
subscribers_02017,MALE,62
subscribers_02018,FEMALE,29
subscribers_02019,FEMALE,63
subscribers_02020,MALE,57
subscribers_02021,MALE,28
subscribers_02022,MALE,69
subscribers_02023,MALE,76
subscribers_02024,MALE,22
subscribers_02025,MALE,46
subscribers_02026,MALE,17
subscribers_02027,MALE,44
subscribers_02028,FEMALE,44
subscribers_02029,FEMALE,32
subscribers_02030,MALE,54
subscribers_02031,FEMALE,29
subscribers_02032,FEMALE,77
subscribers_02033,FEMALE,83
subscribers_02034,MALE,37
subscribers_02035,MALE,47
subscribers_02036,FEMALE,65
subscribers_02037,FEMALE,81
subscribers_02038,FEMALE,17
subscribers_02039,FEMALE,77
subscribers_02040,MALE,69
subscribers_02041,MALE,84
subscribers_02042,FEMALE,59
subscribers_02043,FEMALE,15
subscribers_02044,FEMALE,73
subscribers_02045,MALE,42
subscribers_02046,FEMALE,32
subscribers_02047,FEMALE,63
subscribers_02048,FEMALE,30
subscribers_02049,FEMALE,71
subscribers_02050,MALE,27
subscribers_02051,MALE,62
subscribers_02052,MALE,18
subscribers_02053,MALE,35
subscribers_02054,MALE,26
subscribers_02055,FEMALE,21
subscribers_02056,MALE,42
subscribers_02057,MALE,75
subscribers_02058,FEMALE,30
subscribers_02059,FEMALE,55
subscribers_02060,MALE,50
subscribers_02061,MALE,42
subscribers_02062,MALE,49
subscribers_02063,FEMALE,67
subscribers_02064,MALE,36
subscribers_02065,MALE,51
subscribers_02066,MALE,69
subscribers_02067,FEMALE,28
subscribers_02068,MALE,20
subscribers_02069,FEMALE,35
subscribers_02070,MALE,32
subscribers_02071,MALE,63
subscribers_02072,MALE,28
subscribers_02073,FEMALE,18
subscribers_02074,FEMALE,16
subscribers_02075,MALE,23
subscribers_02076,FEMALE,29
subscribers_02077,MALE,37
subscribers_02078,FEMALE,63
subscribers_02079,MALE,70
subscribers_02080,FEMALE,35
subscribers_02081,FEMALE,41
subscribers_02082,FEMALE,51
subscribers_02083,MALE,38
subscribers_02084,MALE,72
subscribers_02085,FEMALE,66
subscribers_02086,MALE,70
subscribers_02087,FEMALE,31
subscribers_02088,FEMALE,30
subscribers_02089,MALE,62
subscribers_02090,MALE,16
subscribers_02091,FEMALE,37
subscribers_02092,FEMALE,28
subscribers_02093,FEMALE,66
subscribers_02094,FEMALE,31
subscribers_02095,MALE,67
subscribers_02096,FEMALE,28
subscribers_02097,FEMALE,18
subscribers_02098,FEMALE,28
subscribers_02099,FEMALE,38
subscribers_02100,MALE,80
subscribers_02101,FEMALE,66
subscribers_02102,FEMALE,31
subscribers_02103,FEMALE,33
subscribers_02104,MALE,41
subscribers_02105,FEMALE,40
subscribers_02106,MALE,67
subscribers_02107,FEMALE,37
subscribers_02108,FEMALE,22
subscribers_02109,FEMALE,47
subscribers_02110,FEMALE,80
subscribers_02111,MALE,84
subscribers_02112,FEMALE,59
subscribers_02113,FEMALE,18
subscribers_02114,FEMALE,20
subscribers_02115,FEMALE,22
subscribers_02116,FEMALE,21
subscribers_02117,FEMALE,46
subscribers_02118,FEMALE,41
subscribers_02119,FEMALE,21
subscribers_02120,FEMALE,78
subscribers_02121,MALE,21
subscribers_02122,FEMALE,42
subscribers_02123,FEMALE,36
subscribers_02124,MALE,67
subscribers_02125,FEMALE,57
subscribers_02126,FEMALE,51
subscribers_02127,MALE,38
subscribers_02128,MALE,42
subscribers_02129,MALE,72
subscribers_02130,FEMALE,25
subscribers_02131,MALE,26
subscribers_02132,FEMALE,69
subscribers_02133,FEMALE,36
subscribers_02134,MALE,64
subscribers_02135,FEMALE,37
subscribers_02136,MALE,19
subscribers_02137,MALE,37
subscribers_02138,MALE,34
subscribers_02139,MALE,54
subscribers_02140,MALE,82
subscribers_02141,FEMALE,49
subscribers_02142,FEMALE,74
subscribers_02143,FEMALE,56
subscribers_02144,FEMALE,22
subscribers_02145,FEMALE,21
subscribers_02146,FEMALE,33
subscribers_02147,MALE,59
subscribers_02148,FEMALE,73
subscribers_02149,FEMALE,80
subscribers_02150,MALE,21
subscribers_02151,MALE,19
subscribers_02152,FEMALE,57
subscribers_02153,MALE,43
subscribers_02154,MALE,26
subscribers_02155,MALE,36
subscribers_02156,MALE,63
subscribers_02157,MALE,32
subscribers_02158,MALE,48
subscribers_02159,FEMALE,39
subscribers_02160,FEMALE,72
subscribers_02161,FEMALE,53
subscribers_02162,MALE,82
subscribers_02163,FEMALE,32
subscribers_02164,FEMALE,37
subscribers_02165,MALE,54
subscribers_02166,FEMALE,24
subscribers_02167,FEMALE,43
subscribers_02168,FEMALE,61
subscribers_02169,MALE,30
subscribers_02170,FEMALE,36
subscribers_02171,FEMALE,23
subscribers_02172,FEMALE,71
subscribers_02173,MALE,31
subscribers_02174,FEMALE,33
subscribers_02175,MALE,72
subscribers_02176,MALE,63
subscribers_02177,FEMALE,37
subscribers_02178,FEMALE,69
subscribers_02179,FEMALE,18
subscribers_02180,FEMALE,65
subscribers_02181,MALE,47
subscribers_02182,FEMALE,35
subscribers_02183,MALE,30
subscribers_02184,FEMALE,25
subscribers_02185,FEMALE,39
subscribers_02186,FEMALE,54
subscribers_02187,FEMALE,39
subscribers_02188,FEMALE,39
subscribers_02189,MALE,60
subscribers_02190,FEMALE,73
subscribers_02191,FEMALE,85
subscribers_02192,FEMALE,69
subscribers_02193,FEMALE,73
subscribers_02194,MALE,65
subscribers_02195,FEMALE,37
subscribers_02196,MALE,69
subscribers_02197,MALE,77
subscribers_02198,FEMALE,22
subscribers_02199,FEMALE,56
subscribers_02200,FEMALE,26
subscribers_02201,MALE,50
subscribers_02202,FEMALE,31
subscribers_02203,MALE,85
subscribers_02204,MALE,23
subscribers_02205,MALE,80
subscribers_02206,FEMALE,31
subscribers_02207,MALE,19
subscribers_02208,MALE,31
subscribers_02209,MALE,48
subscribers_02210,FEMALE,31
subscribers_02211,FEMALE,81
subscribers_02212,FEMALE,54
subscribers_02213,MALE,58
subscribers_02214,FEMALE,77
subscribers_02215,MALE,58
subscribers_02216,MALE,80
subscribers_02217,MALE,35
subscribers_02218,MALE,71
subscribers_02219,MALE,48
subscribers_02220,MALE,82
subscribers_02221,MALE,37
subscribers_02222,MALE,19
subscribers_02223,MALE,16
subscribers_02224,FEMALE,22
subscribers_02225,MALE,68
subscribers_02226,FEMALE,18
subscribers_02227,MALE,15
subscribers_02228,MALE,61
subscribers_02229,FEMALE,71
subscribers_02230,FEMALE,39
subscribers_02231,MALE,49
subscribers_02232,MALE,18
subscribers_02233,MALE,20
subscribers_02234,MALE,52
subscribers_02235,MALE,72
subscribers_02236,FEMALE,34
subscribers_02237,MALE,55
subscribers_02238,FEMALE,24
subscribers_02239,FEMALE,65
subscribers_02240,FEMALE,35
subscribers_02241,MALE,84
subscribers_02242,FEMALE,76
subscribers_02243,MALE,72
subscribers_02244,MALE,78
subscribers_02245,FEMALE,54
subscribers_02246,MALE,78
subscribers_02247,MALE,32
subscribers_02248,MALE,32
subscribers_02249,MALE,43
subscribers_02250,MALE,35
subscribers_02251,MALE,39
subscribers_02252,MALE,36
subscribers_02253,FEMALE,49
subscribers_02254,FEMALE,53
subscribers_02255,FEMALE,56
subscribers_02256,MALE,44
subscribers_02257,MALE,50
subscribers_02258,FEMALE,29
subscribers_02259,FEMALE,27
subscribers_02260,MALE,53
subscribers_02261,MALE,17
subscribers_02262,FEMALE,62
subscribers_02263,MALE,37
subscribers_02264,FEMALE,47
subscribers_02265,MALE,76
subscribers_02266,MALE,22
subscribers_02267,FEMALE,43
subscribers_02268,FEMALE,72
subscribers_02269,MALE,67
subscribers_02270,MALE,49
subscribers_02271,FEMALE,43
subscribers_02272,MALE,53
subscribers_02273,MALE,66
subscribers_02274,FEMALE,60
subscribers_02275,MALE,62
subscribers_02276,MALE,44
subscribers_02277,FEMALE,68
subscribers_02278,MALE,39
subscribers_02279,FEMALE,23
subscribers_02280,MALE,51
subscribers_02281,MALE,40
subscribers_02282,MALE,28
subscribers_02283,FEMALE,51
subscribers_02284,MALE,24
subscribers_02285,FEMALE,36
subscribers_02286,MALE,58
subscribers_02287,FEMALE,23
subscribers_02288,MALE,43
subscribers_02289,FEMALE,21
subscribers_02290,MALE,29
subscribers_02291,MALE,22
subscribers_02292,FEMALE,50
subscribers_02293,FEMALE,74
subscribers_02294,MALE,39
subscribers_02295,MALE,69
subscribers_02296,FEMALE,75
subscribers_02297,MALE,22
subscribers_02298,MALE,45
subscribers_02299,FEMALE,61
subscribers_02300,FEMALE,81
subscribers_02301,FEMALE,46
subscribers_02302,FEMALE,52
subscribers_02303,MALE,59
subscribers_02304,MALE,20
subscribers_02305,FEMALE,59
subscribers_02306,FEMALE,67
subscribers_02307,MALE,49
subscribers_02308,MALE,41
subscribers_02309,FEMALE,74
subscribers_02310,MALE,32
subscribers_02311,MALE,37
subscribers_02312,FEMALE,84
subscribers_02313,FEMALE,30
subscribers_02314,MALE,75
subscribers_02315,MALE,39
subscribers_02316,MALE,42
subscribers_02317,FEMALE,64
subscribers_02318,MALE,74
subscribers_02319,FEMALE,35
subscribers_02320,MALE,35
subscribers_02321,FEMALE,37
subscribers_02322,FEMALE,25
subscribers_02323,MALE,38
subscribers_02324,MALE,81
subscribers_02325,MALE,38
subscribers_02326,FEMALE,73
subscribers_02327,FEMALE,78
subscribers_02328,MALE,23
subscribers_02329,MALE,17
subscribers_02330,MALE,45
subscribers_02331,MALE,17
subscribers_02332,MALE,46
subscribers_02333,FEMALE,39
subscribers_02334,FEMALE,74
subscribers_02335,MALE,41
subscribers_02336,MALE,59
subscribers_02337,FEMALE,55
subscribers_02338,MALE,18
subscribers_02339,FEMALE,40
subscribers_02340,FEMALE,78
subscribers_02341,MALE,46
subscribers_02342,FEMALE,79
subscribers_02343,MALE,46
subscribers_02344,FEMALE,30
subscribers_02345,MALE,76
subscribers_02346,FEMALE,63
subscribers_02347,FEMALE,70
subscribers_02348,FEMALE,79
subscribers_02349,MALE,22
subscribers_02350,FEMALE,26
subscribers_02351,FEMALE,26
subscribers_02352,MALE,31
subscribers_02353,MALE,71
subscribers_02354,MALE,17
subscribers_02355,MALE,24
subscribers_02356,MALE,65
subscribers_02357,MALE,48
subscribers_02358,FEMALE,17
subscribers_02359,MALE,59
subscribers_02360,MALE,40
subscribers_02361,MALE,62
subscribers_02362,MALE,34
subscribers_02363,MALE,76
subscribers_02364,MALE,68
subscribers_02365,MALE,65
subscribers_02366,FEMALE,43
subscribers_02367,MALE,33
subscribers_02368,FEMALE,19
subscribers_02369,MALE,52
subscribers_02370,FEMALE,56
subscribers_02371,FEMALE,63
subscribers_02372,MALE,64
subscribers_02373,MALE,77
subscribers_02374,MALE,64
subscribers_02375,MALE,42
subscribers_02376,FEMALE,17
subscribers_02377,MALE,20
subscribers_02378,MALE,68
subscribers_02379,FEMALE,60
subscribers_02380,FEMALE,64
subscribers_02381,FEMALE,32
subscribers_02382,MALE,22
subscribers_02383,FEMALE,49
subscribers_02384,MALE,62
subscribers_02385,MALE,45
subscribers_02386,FEMALE,39
subscribers_02387,MALE,45
subscribers_02388,MALE,81
subscribers_02389,FEMALE,36
subscribers_02390,MALE,46
subscribers_02391,FEMALE,64
subscribers_02392,MALE,43
subscribers_02393,FEMALE,42
subscribers_02394,MALE,30
subscribers_02395,MALE,17
subscribers_02396,MALE,67
subscribers_02397,FEMALE,24
subscribers_02398,MALE,80
subscribers_02399,FEMALE,30
subscribers_02400,FEMALE,35
subscribers_02401,MALE,72
subscribers_02402,MALE,60
subscribers_02403,MALE,81
subscribers_02404,FEMALE,16
subscribers_02405,MALE,44
subscribers_02406,MALE,20
subscribers_02407,MALE,38
subscribers_02408,FEMALE,81
subscribers_02409,MALE,39
subscribers_02410,MALE,68
subscribers_02411,FEMALE,19
subscribers_02412,MALE,27
subscribers_02413,MALE,57
subscribers_02414,FEMALE,41
subscribers_02415,FEMALE,42
subscribers_02416,MALE,42
subscribers_02417,MALE,22
subscribers_02418,FEMALE,27
subscribers_02419,MALE,53
subscribers_02420,FEMALE,43
subscribers_02421,FEMALE,67
subscribers_02422,MALE,72
subscribers_02423,MALE,25
subscribers_02424,FEMALE,75
subscribers_02425,FEMALE,78
subscribers_02426,MALE,82
subscribers_02427,MALE,70
subscribers_02428,FEMALE,17
subscribers_02429,FEMALE,33
subscribers_02430,FEMALE,82
subscribers_02431,MALE,38
subscribers_02432,FEMALE,57
subscribers_02433,FEMALE,78
subscribers_02434,FEMALE,72
subscribers_02435,MALE,64
subscribers_02436,MALE,17
subscribers_02437,MALE,46
subscribers_02438,MALE,42
subscribers_02439,FEMALE,37
subscribers_02440,MALE,65
subscribers_02441,MALE,60
subscribers_02442,FEMALE,28
subscribers_02443,FEMALE,42
subscribers_02444,FEMALE,69
subscribers_02445,FEMALE,67
subscribers_02446,MALE,71
subscribers_02447,MALE,45
subscribers_02448,FEMALE,73
subscribers_02449,FEMALE,52
subscribers_02450,FEMALE,84
subscribers_02451,MALE,55
subscribers_02452,MALE,17
subscribers_02453,MALE,64
subscribers_02454,FEMALE,56
subscribers_02455,FEMALE,38
subscribers_02456,MALE,34
subscribers_02457,MALE,80
subscribers_02458,FEMALE,73
subscribers_02459,FEMALE,76
subscribers_02460,FEMALE,35
subscribers_02461,MALE,46
subscribers_02462,MALE,30
subscribers_02463,FEMALE,58
subscribers_02464,MALE,61
subscribers_02465,FEMALE,55
subscribers_02466,MALE,41
subscribers_02467,FEMALE,21
subscribers_02468,MALE,16
subscribers_02469,FEMALE,38
subscribers_02470,MALE,29
subscribers_02471,MALE,45
subscribers_02472,MALE,31
subscribers_02473,MALE,25
subscribers_02474,FEMALE,43
subscribers_02475,MALE,84
subscribers_02476,MALE,51
subscribers_02477,FEMALE,53
subscribers_02478,FEMALE,36
subscribers_02479,FEMALE,54
subscribers_02480,MALE,76
subscribers_02481,FEMALE,64
subscribers_02482,FEMALE,64
subscribers_02483,FEMALE,80
subscribers_02484,FEMALE,69
subscribers_02485,FEMALE,15
subscribers_02486,FEMALE,55
subscribers_02487,MALE,55
subscribers_02488,FEMALE,22
subscribers_02489,FEMALE,68
subscribers_02490,MALE,42
subscribers_02491,FEMALE,72
subscribers_02492,FEMALE,34
subscribers_02493,FEMALE,23
subscribers_02494,FEMALE,59
subscribers_02495,FEMALE,79
subscribers_02496,MALE,75
subscribers_02497,FEMALE,83
subscribers_02498,MALE,70
subscribers_02499,FEMALE,46
subscribers_02500,FEMALE,21
subscribers_02501,FEMALE,49
subscribers_02502,MALE,67
subscribers_02503,MALE,18
subscribers_02504,MALE,49
subscribers_02505,MALE,33
subscribers_02506,FEMALE,81
subscribers_02507,MALE,59
subscribers_02508,FEMALE,18
subscribers_02509,FEMALE,41
subscribers_02510,FEMALE,75
subscribers_02511,MALE,55
subscribers_02512,MALE,72
subscribers_02513,FEMALE,51
subscribers_02514,MALE,32
subscribers_02515,FEMALE,45
subscribers_02516,MALE,38
subscribers_02517,MALE,70
subscribers_02518,MALE,56
subscribers_02519,FEMALE,34
subscribers_02520,FEMALE,18
subscribers_02521,FEMALE,33
subscribers_02522,FEMALE,43
subscribers_02523,MALE,29
subscribers_02524,FEMALE,68
subscribers_02525,FEMALE,61
subscribers_02526,MALE,27
subscribers_02527,FEMALE,25
subscribers_02528,MALE,67
subscribers_02529,MALE,77
subscribers_02530,FEMALE,39
subscribers_02531,FEMALE,45
subscribers_02532,FEMALE,16
subscribers_02533,MALE,33
subscribers_02534,MALE,42
subscribers_02535,MALE,28
subscribers_02536,MALE,59
subscribers_02537,FEMALE,50
subscribers_02538,FEMALE,54
subscribers_02539,MALE,72
subscribers_02540,MALE,39
subscribers_02541,MALE,84
subscribers_02542,FEMALE,75
subscribers_02543,MALE,18
subscribers_02544,FEMALE,36
subscribers_02545,MALE,45
subscribers_02546,FEMALE,71
subscribers_02547,MALE,41
subscribers_02548,MALE,26
subscribers_02549,MALE,58
subscribers_02550,FEMALE,56
subscribers_02551,FEMALE,35
subscribers_02552,MALE,30
subscribers_02553,FEMALE,23
subscribers_02554,MALE,32
subscribers_02555,MALE,38
subscribers_02556,FEMALE,72
subscribers_02557,MALE,20
subscribers_02558,MALE,36
subscribers_02559,FEMALE,37
subscribers_02560,FEMALE,27
subscribers_02561,MALE,62
subscribers_02562,MALE,54
subscribers_02563,FEMALE,26
subscribers_02564,MALE,16
subscribers_02565,FEMALE,42
subscribers_02566,MALE,27
subscribers_02567,FEMALE,58
subscribers_02568,FEMALE,78
subscribers_02569,FEMALE,77
subscribers_02570,FEMALE,31
subscribers_02571,FEMALE,30
subscribers_02572,FEMALE,47
subscribers_02573,MALE,26
subscribers_02574,FEMALE,16
subscribers_02575,FEMALE,57
subscribers_02576,FEMALE,28
subscribers_02577,FEMALE,24
subscribers_02578,FEMALE,25
subscribers_02579,FEMALE,20
subscribers_02580,FEMALE,75
subscribers_02581,FEMALE,33
subscribers_02582,FEMALE,68
subscribers_02583,MALE,21
subscribers_02584,MALE,79
subscribers_02585,FEMALE,79
subscribers_02586,FEMALE,52
subscribers_02587,FEMALE,30
subscribers_02588,MALE,50
subscribers_02589,MALE,67
subscribers_02590,MALE,76
subscribers_02591,MALE,22
subscribers_02592,FEMALE,74
subscribers_02593,MALE,49
subscribers_02594,FEMALE,63
subscribers_02595,MALE,46
subscribers_02596,FEMALE,40
subscribers_02597,FEMALE,41
subscribers_02598,FEMALE,63
subscribers_02599,FEMALE,65
subscribers_02600,MALE,33
subscribers_02601,FEMALE,55
subscribers_02602,MALE,54
subscribers_02603,MALE,39
subscribers_02604,MALE,34
subscribers_02605,MALE,30
subscribers_02606,FEMALE,23
subscribers_02607,MALE,47
subscribers_02608,MALE,75
subscribers_02609,MALE,47
subscribers_02610,MALE,70
subscribers_02611,MALE,32
subscribers_02612,MALE,81
subscribers_02613,MALE,75
subscribers_02614,MALE,21
subscribers_02615,MALE,37
subscribers_02616,MALE,53
subscribers_02617,FEMALE,24
subscribers_02618,FEMALE,70
subscribers_02619,MALE,79
subscribers_02620,FEMALE,73
subscribers_02621,MALE,81
subscribers_02622,FEMALE,84
subscribers_02623,MALE,35
subscribers_02624,MALE,64
subscribers_02625,FEMALE,82
subscribers_02626,FEMALE,62
subscribers_02627,FEMALE,66
subscribers_02628,FEMALE,59
subscribers_02629,FEMALE,41
subscribers_02630,FEMALE,71
subscribers_02631,FEMALE,39
subscribers_02632,MALE,45
subscribers_02633,MALE,44
subscribers_02634,MALE,20
subscribers_02635,MALE,28
subscribers_02636,FEMALE,44
subscribers_02637,FEMALE,33
subscribers_02638,MALE,82
subscribers_02639,FEMALE,29
subscribers_02640,FEMALE,29
subscribers_02641,MALE,55
subscribers_02642,MALE,26
subscribers_02643,FEMALE,46
subscribers_02644,FEMALE,75
subscribers_02645,MALE,75
subscribers_02646,FEMALE,36
subscribers_02647,MALE,41
subscribers_02648,FEMALE,35
subscribers_02649,MALE,19
subscribers_02650,MALE,28
subscribers_02651,MALE,57
subscribers_02652,FEMALE,31
subscribers_02653,MALE,70
subscribers_02654,MALE,36
subscribers_02655,FEMALE,70
subscribers_02656,MALE,75
subscribers_02657,MALE,38
subscribers_02658,FEMALE,42
subscribers_02659,MALE,46
subscribers_02660,FEMALE,32
subscribers_02661,FEMALE,25
subscribers_02662,FEMALE,48
subscribers_02663,FEMALE,38
subscribers_02664,FEMALE,46
subscribers_02665,FEMALE,36
subscribers_02666,MALE,57
subscribers_02667,FEMALE,50
subscribers_02668,FEMALE,26
subscribers_02669,MALE,70
subscribers_02670,MALE,48
subscribers_02671,MALE,78
subscribers_02672,MALE,58
subscribers_02673,FEMALE,75
subscribers_02674,FEMALE,45
subscribers_02675,MALE,69
subscribers_02676,FEMALE,56
subscribers_02677,MALE,54
subscribers_02678,MALE,34
subscribers_02679,MALE,54
subscribers_02680,FEMALE,56
subscribers_02681,FEMALE,72
subscribers_02682,MALE,79
subscribers_02683,FEMALE,83
subscribers_02684,MALE,62
subscribers_02685,FEMALE,45
subscribers_02686,FEMALE,62
subscribers_02687,FEMALE,71
subscribers_02688,MALE,70
subscribers_02689,FEMALE,64
subscribers_02690,MALE,31
subscribers_02691,FEMALE,18
subscribers_02692,MALE,61
subscribers_02693,FEMALE,18
subscribers_02694,FEMALE,61
subscribers_02695,MALE,41
subscribers_02696,MALE,66
subscribers_02697,FEMALE,35
subscribers_02698,MALE,83
subscribers_02699,FEMALE,29
subscribers_02700,FEMALE,59
subscribers_02701,FEMALE,41
subscribers_02702,MALE,62
subscribers_02703,FEMALE,66
subscribers_02704,MALE,80
subscribers_02705,MALE,70
subscribers_02706,MALE,73
subscribers_02707,MALE,31
subscribers_02708,FEMALE,64
subscribers_02709,FEMALE,16
subscribers_02710,MALE,58
subscribers_02711,MALE,71
subscribers_02712,FEMALE,73
subscribers_02713,MALE,80
subscribers_02714,FEMALE,37
subscribers_02715,MALE,25
subscribers_02716,FEMALE,68
subscribers_02717,FEMALE,75
subscribers_02718,FEMALE,35
subscribers_02719,FEMALE,82
subscribers_02720,FEMALE,38
subscribers_02721,MALE,41
subscribers_02722,MALE,29
subscribers_02723,MALE,40
subscribers_02724,MALE,84
subscribers_02725,FEMALE,40
subscribers_02726,MALE,83
subscribers_02727,FEMALE,73
subscribers_02728,FEMALE,50
subscribers_02729,MALE,46
subscribers_02730,FEMALE,85
subscribers_02731,MALE,39
subscribers_02732,FEMALE,50
subscribers_02733,FEMALE,77
subscribers_02734,FEMALE,44
subscribers_02735,FEMALE,30
subscribers_02736,FEMALE,74
subscribers_02737,FEMALE,17
subscribers_02738,FEMALE,34
subscribers_02739,MALE,23
subscribers_02740,MALE,31
subscribers_02741,FEMALE,18
subscribers_02742,FEMALE,36
subscribers_02743,MALE,62
subscribers_02744,MALE,17
subscribers_02745,MALE,60
subscribers_02746,MALE,32
subscribers_02747,MALE,34
subscribers_02748,FEMALE,34
subscribers_02749,MALE,71
subscribers_02750,FEMALE,33
subscribers_02751,MALE,83
subscribers_02752,MALE,48
subscribers_02753,MALE,45
subscribers_02754,FEMALE,44
subscribers_02755,MALE,39
subscribers_02756,MALE,57
subscribers_02757,MALE,24
subscribers_02758,FEMALE,66
subscribers_02759,FEMALE,65
subscribers_02760,FEMALE,36
subscribers_02761,MALE,75
subscribers_02762,MALE,77
subscribers_02763,FEMALE,53
subscribers_02764,MALE,54
subscribers_02765,FEMALE,36
subscribers_02766,MALE,49
subscribers_02767,MALE,19
subscribers_02768,MALE,68
subscribers_02769,MALE,18
subscribers_02770,FEMALE,20
subscribers_02771,FEMALE,42
subscribers_02772,MALE,58
subscribers_02773,FEMALE,28
subscribers_02774,FEMALE,26
subscribers_02775,FEMALE,53
subscribers_02776,MALE,69
subscribers_02777,FEMALE,25
subscribers_02778,FEMALE,61
subscribers_02779,MALE,39
subscribers_02780,FEMALE,78
subscribers_02781,MALE,69
subscribers_02782,MALE,58
subscribers_02783,FEMALE,43
subscribers_02784,MALE,49
subscribers_02785,MALE,84
subscribers_02786,FEMALE,59
subscribers_02787,FEMALE,84
subscribers_02788,MALE,69
subscribers_02789,MALE,47
subscribers_02790,MALE,35
subscribers_02791,MALE,21
subscribers_02792,FEMALE,72
subscribers_02793,FEMALE,51
subscribers_02794,MALE,29
