msisdn,age,gender
subscribers_05518,21,male
subscribers_05519,17,male
subscribers_05520,45,male
subscribers_05521,31,female
subscribers_05522,23,female
subscribers_05523,52,male
subscribers_05524,32,male
subscribers_05525,81,female
subscribers_05526,64,male
subscribers_05527,58,male
subscribers_05528,51,male
subscribers_05529,17,male
subscribers_05530,44,male
subscribers_05531,39,male
subscribers_05532,39,female
subscribers_05533,30,male
subscribers_05534,48,male
subscribers_05535,17,male
subscribers_05536,65,female
subscribers_05537,42,male
subscribers_05538,51,female
subscribers_05539,64,male
subscribers_05540,35,male
subscribers_05541,29,male
subscribers_05542,26,female
subscribers_05543,22,male
subscribers_05544,36,female
subscribers_05545,21,male
subscribers_05546,36,female
subscribers_05547,47,female
subscribers_05548,61,female
subscribers_05549,39,male
subscribers_05550,17,male
subscribers_05551,40,male
subscribers_05552,55,female
subscribers_05553,26,male
subscribers_05554,68,female
subscribers_05555,38,male
subscribers_05556,64,female
subscribers_05557,41,female
subscribers_05558,40,male
subscribers_05559,44,male
subscribers_05560,26,male
subscribers_05561,51,male
subscribers_05562,30,female
subscribers_05563,19,male
subscribers_05564,15,male
subscribers_05565,51,male
subscribers_05566,56,female
subscribers_05567,30,male
subscribers_05568,35,female
subscribers_05569,26,female
subscribers_05570,63,female
subscribers_05571,40,female
subscribers_05572,40,male
subscribers_05573,49,male
subscribers_05574,27,male
subscribers_05575,20,male
subscribers_05576,53,female
subscribers_05577,66,male
subscribers_05578,51,male
subscribers_05579,18,male
subscribers_05580,63,male
subscribers_05581,45,female
subscribers_05582,91,male
subscribers_05583,65,male
subscribers_05584,39,female
subscribers_05585,41,female
subscribers_05586,26,male
subscribers_05587,30,male
subscribers_05588,49,female
subscribers_05589,49,female
subscribers_05590,15,female
subscribers_05591,24,male
subscribers_05592,67,female
subscribers_05593,38,male
subscribers_05594,74,female
subscribers_05595,29,male
subscribers_05596,60,female
subscribers_05597,63,male
subscribers_05598,17,female
subscribers_05599,40,female
subscribers_05600,34,female
subscribers_05601,58,male
subscribers_05602,31,male
subscribers_05603,23,male
subscribers_05604,75,male
subscribers_05605,19,female
subscribers_05606,33,female
subscribers_05607,70,female
subscribers_05608,41,female
subscribers_05609,29,male
subscribers_05610,23,female
subscribers_05611,22,male
subscribers_05612,59,female
subscribers_05613,70,male
subscribers_05614,46,male
subscribers_05615,50,female
subscribers_05616,15,female
subscribers_05617,23,female
subscribers_05618,85,female
subscribers_05619,20,male
subscribers_05620,56,male
subscribers_05621,83,female
subscribers_05622,61,male
subscribers_05623,19,female
subscribers_05624,43,female
subscribers_05625,30,male
subscribers_05626,36,male
subscribers_05627,23,female
subscribers_05628,42,female
subscribers_05629,47,female
subscribers_05630,37,male
subscribers_05631,51,female
subscribers_05632,85,female
subscribers_05633,45,male
subscribers_05634,50,female
subscribers_05635,30,male
subscribers_05636,57,male
subscribers_05637,70,male
subscribers_05638,71,male
subscribers_05639,47,male
subscribers_05640,55,male
subscribers_05641,55,female
subscribers_05642,42,female
subscribers_05643,21,female
subscribers_05644,32,male
subscribers_05645,65,female
subscribers_05646,25,male
subscribers_05647,19,male
subscribers_05648,36,female
subscribers_05649,48,female
subscribers_05650,47,male
subscribers_05651,55,female
subscribers_05652,27,female
subscribers_05653,38,male
subscribers_05654,24,male
subscribers_05655,26,female
subscribers_05656,69,female
subscribers_05657,26,female
subscribers_05658,19,female
subscribers_05659,31,female
subscribers_05660,34,female
subscribers_05661,60,female
subscribers_05662,52,male
subscribers_05663,85,male
subscribers_05664,24,male
subscribers_05665,40,female
subscribers_05666,35,male
subscribers_05667,20,male
subscribers_05668,26,female
subscribers_05669,45,male
subscribers_05670,50,female
subscribers_05671,29,female
subscribers_05672,19,male
subscribers_05673,41,male
subscribers_05674,52,male
subscribers_05675,56,male
subscribers_05676,56,male
subscribers_05677,33,female
subscribers_05678,49,male
subscribers_05679,52,female
subscribers_05680,34,female
subscribers_05681,32,male
subscribers_05682,54,male
subscribers_05683,19,female
subscribers_05684,63,male
subscribers_05685,37,male
subscribers_05686,65,male
subscribers_05687,28,male
subscribers_05688,30,female
subscribers_05689,20,male
subscribers_05690,35,male
subscribers_05691,18,male
subscribers_05692,52,male
subscribers_05693,60,male
subscribers_05694,64,female
subscribers_05695,17,female
subscribers_05696,47,male
subscribers_05697,62,male
subscribers_05698,21,male
subscribers_05699,16,female
subscribers_05700,55,male
subscribers_05701,70,female
subscribers_05702,30,female
subscribers_05703,28,male
subscribers_05704,43,female
subscribers_05705,30,male
subscribers_05706,21,female
subscribers_05707,47,female
subscribers_05708,29,male
subscribers_05709,15,male
subscribers_05710,27,female
subscribers_05711,51,female
subscribers_05712,35,male
subscribers_05713,77,male
subscribers_05714,65,male
subscribers_05715,19,female
subscribers_05716,53,female
subscribers_05717,42,male
subscribers_05718,25,male
subscribers_05719,65,female
subscribers_05720,69,male
subscribers_05721,36,male
subscribers_05722,50,female
subscribers_05723,20,female
subscribers_05724,60,female
subscribers_05725,40,male
subscribers_05726,41,female
subscribers_05727,27,female
subscribers_05728,60,male
subscribers_05729,29,male
subscribers_05730,62,male
subscribers_05731,63,female
subscribers_05732,58,female
subscribers_05733,23,female
subscribers_05734,25,male
subscribers_05735,19,female
subscribers_05736,57,male
subscribers_05737,19,male
subscribers_05738,39,male
subscribers_05739,25,male
subscribers_05740,33,male
subscribers_05741,45,female
subscribers_05742,27,female
subscribers_05743,27,female
subscribers_05744,16,male
subscribers_05745,65,female
subscribers_05746,38,female
subscribers_05747,61,male
subscribers_05748,48,female
subscribers_05749,53,male
subscribers_05750,29,male
subscribers_05751,56,female
subscribers_05752,45,female
subscribers_05753,41,male
subscribers_05754,46,female
subscribers_05755,63,male
subscribers_05756,76,male
subscribers_05757,65,male
subscribers_05758,58,female
subscribers_05759,27,male
subscribers_05760,19,male
subscribers_05761,17,female
subscribers_05762,74,male
subscribers_05763,31,male
subscribers_05764,17,female
subscribers_05765,37,female
subscribers_05766,85,female
subscribers_05767,77,male
subscribers_05768,57,male
subscribers_05769,15,female
subscribers_05770,58,male
subscribers_05771,26,male
subscribers_05772,36,male
subscribers_05773,58,male
subscribers_05774,18,male
subscribers_05775,33,female
subscribers_05776,60,male
subscribers_05777,63,female
subscribers_05778,35,male
subscribers_05779,69,female
subscribers_05780,61,female
subscribers_05781,18,male
subscribers_05782,53,female
subscribers_05783,16,male
subscribers_05784,53,female
subscribers_05785,45,female
subscribers_05786,68,male
subscribers_05787,51,male
subscribers_05788,65,male
subscribers_05789,55,female
subscribers_05790,37,male
subscribers_05791,54,male
subscribers_05792,76,male
subscribers_05793,31,male
subscribers_05794,31,female
subscribers_05795,19,female
subscribers_05796,85,male
subscribers_05797,73,male
subscribers_05798,49,male
subscribers_05799,80,male
subscribers_05800,42,female
subscribers_05801,55,female
subscribers_05802,26,female
subscribers_05803,26,female
subscribers_05804,32,female
subscribers_05805,90,female
subscribers_05806,64,female
subscribers_05807,78,female
subscribers_05808,78,female
subscribers_05809,15,male
subscribers_05810,61,male
subscribers_05811,28,male
subscribers_05812,23,male
subscribers_05813,95,male
subscribers_05814,54,female
subscribers_05815,37,male
subscribers_05816,40,male
subscribers_05817,39,female
subscribers_05818,22,male
subscribers_05819,26,female
subscribers_05820,34,male
subscribers_05821,21,male
subscribers_05822,51,female
subscribers_05823,56,female
subscribers_05824,26,female
subscribers_05825,17,female
subscribers_05826,39,female
subscribers_05827,74,male
subscribers_05828,63,male
subscribers_05829,91,male
subscribers_05830,46,male
subscribers_05831,59,male
subscribers_05832,21,male
subscribers_05833,58,male
subscribers_05834,20,female
subscribers_05835,67,male
subscribers_05836,30,male
subscribers_05837,22,male
subscribers_05838,76,male
subscribers_05839,32,male
subscribers_05840,81,female
subscribers_05841,35,male
subscribers_05842,56,female
subscribers_05843,22,female
subscribers_05844,64,male
subscribers_05845,32,male
subscribers_05846,64,male
subscribers_05847,28,male
subscribers_05848,19,female
subscribers_05849,48,female
subscribers_05850,55,male
subscribers_05851,37,female
subscribers_05852,35,male
subscribers_05853,58,female
subscribers_05854,56,male
subscribers_05855,35,male
subscribers_05856,16,female
subscribers_05857,84,female
subscribers_05858,71,female
subscribers_05859,72,male
subscribers_05860,37,female
subscribers_05861,27,male
subscribers_05862,37,male
subscribers_05863,27,male
subscribers_05864,19,female
subscribers_05865,55,male
subscribers_05866,37,female
subscribers_05867,41,male
subscribers_05868,71,female
subscribers_05869,23,male
subscribers_05870,50,female
subscribers_05871,58,male
subscribers_05872,44,male
subscribers_05873,29,male
subscribers_05874,44,female
subscribers_05875,41,female
subscribers_05876,52,female
subscribers_05877,65,male
subscribers_05878,33,male
subscribers_05879,23,male
subscribers_05880,45,female
subscribers_05881,19,female
subscribers_05882,50,female
subscribers_05883,57,female
subscribers_05884,50,female
subscribers_05885,22,male
subscribers_05886,61,female
subscribers_05887,39,female
subscribers_05888,49,male
subscribers_05889,20,female
subscribers_05890,55,female
subscribers_05891,57,male
subscribers_05892,82,male
subscribers_05893,94,male
subscribers_05894,66,male
subscribers_05895,42,male
subscribers_05896,49,male
subscribers_05897,46,female
subscribers_05898,39,female
subscribers_05899,27,male
subscribers_05900,42,female
subscribers_05901,28,male
subscribers_05902,48,female
subscribers_05903,65,male
subscribers_05904,25,male
subscribers_05905,60,male
subscribers_05906,19,female
subscribers_05907,44,female
subscribers_05908,80,female
subscribers_05909,29,male
subscribers_05910,72,male
subscribers_05911,19,male
subscribers_05912,52,male
subscribers_05913,65,female
subscribers_05914,60,male
subscribers_05915,65,male
subscribers_05916,53,female
subscribers_05917,17,male
subscribers_05918,35,female
subscribers_05919,16,male
subscribers_05920,20,male
subscribers_05921,61,male
subscribers_05922,41,female
subscribers_05923,20,female
subscribers_05924,61,male
subscribers_05925,78,female
subscribers_05926,45,male
subscribers_05927,64,female
subscribers_05928,50,male
subscribers_05929,50,male
subscribers_05930,65,female
subscribers_05931,24,female
subscribers_05932,49,male
subscribers_05933,49,male
subscribers_05934,30,female
subscribers_05935,23,male
subscribers_05936,68,female
subscribers_05937,46,male
subscribers_05938,48,male
subscribers_05939,22,female
subscribers_05940,36,female
subscribers_05941,31,male
subscribers_05942,26,female
subscribers_05943,52,male
subscribers_05944,40,female
subscribers_05945,65,female
subscribers_05946,18,male
subscribers_05947,25,male
subscribers_05948,57,male
subscribers_05949,31,female
subscribers_05950,35,female
subscribers_05951,42,male
subscribers_05952,61,female
subscribers_05953,36,male
subscribers_05954,41,male
subscribers_05955,34,female
subscribers_05956,28,male
subscribers_05957,28,male
subscribers_05958,61,male
subscribers_05959,33,male
subscribers_05960,59,male
subscribers_05961,68,female
subscribers_05962,45,female
subscribers_05963,17,female
subscribers_05964,53,female
subscribers_05965,28,male
subscribers_05966,40,female
subscribers_05967,18,female
subscribers_05968,22,male
subscribers_05969,38,female
subscribers_05970,32,male
subscribers_05971,56,male
subscribers_05972,64,male
subscribers_05973,46,male
subscribers_05974,28,female
subscribers_05975,65,male
subscribers_05976,45,male
subscribers_05977,27,female
subscribers_05978,76,male
subscribers_05979,25,male
subscribers_05980,44,female
subscribers_05981,25,male
subscribers_05982,36,male
subscribers_05983,31,female
subscribers_05984,69,male
subscribers_05985,55,female
subscribers_05986,15,female
subscribers_05987,34,female
subscribers_05988,50,female
subscribers_05989,61,female
subscribers_05990,53,female
subscribers_05991,71,female
subscribers_05992,49,male
subscribers_05993,39,female
subscribers_05994,80,female
subscribers_05995,23,female
subscribers_05996,28,male
subscribers_05997,30,female
subscribers_05998,26,female
subscribers_05999,61,male
subscribers_06000,19,female
subscribers_06001,40,male
subscribers_06002,22,male
subscribers_06003,28,male
subscribers_06004,22,male
subscribers_06005,57,male
subscribers_06006,68,female
subscribers_06007,26,male
subscribers_06008,17,male
subscribers_06009,51,female
subscribers_06010,22,male
subscribers_06011,37,female
subscribers_06012,61,male
subscribers_06013,68,male
subscribers_06014,63,male
subscribers_06015,49,male
subscribers_06016,38,male
subscribers_06017,42,male
subscribers_06018,23,female
subscribers_06019,48,male
subscribers_06020,48,female
subscribers_06021,30,male
subscribers_06022,49,male
subscribers_06023,18,male
subscribers_06024,38,female
subscribers_06025,56,female
subscribers_06026,39,male
subscribers_06027,81,female
subscribers_06028,44,female
subscribers_06029,29,female
subscribers_06030,41,male
subscribers_06031,43,male
subscribers_06032,19,male
subscribers_06033,56,female
subscribers_06034,22,male
subscribers_06035,40,female
subscribers_06036,29,female
subscribers_06037,17,female
subscribers_06038,51,male
subscribers_06039,47,male
subscribers_06040,19,male
subscribers_06041,48,male
subscribers_06042,18,female
subscribers_06043,40,female
subscribers_06044,24,female
subscribers_06045,59,female
subscribers_06046,37,male
subscribers_06047,52,male
subscribers_06048,29,male
subscribers_06049,23,male
subscribers_06050,47,female
subscribers_06051,28,female
subscribers_06052,46,female
subscribers_06053,22,male
subscribers_06054,69,female
subscribers_06055,44,female
subscribers_06056,67,female
subscribers_06057,18,male
subscribers_06058,35,male
subscribers_06059,28,female
subscribers_06060,50,male
subscribers_06061,42,female
subscribers_06062,18,female
subscribers_06063,54,male
subscribers_06064,20,female
subscribers_06065,17,female
subscribers_06066,33,male
subscribers_06067,22,male
subscribers_06068,29,female
subscribers_06069,52,female
subscribers_06070,65,female
subscribers_06071,21,male
subscribers_06072,35,male
subscribers_06073,53,male
subscribers_06074,64,female
subscribers_06075,60,female
subscribers_06076,26,male
subscribers_06077,21,female
subscribers_06078,61,female
subscribers_06079,63,male
subscribers_06080,29,female
subscribers_06081,23,male
subscribers_06082,32,female
subscribers_06083,56,male
subscribers_06084,69,male
subscribers_06085,87,male
subscribers_06086,58,male
subscribers_06087,48,male
subscribers_06088,27,female
subscribers_06089,59,female
subscribers_06090,29,male
subscribers_06091,69,female
subscribers_06092,21,female
subscribers_06093,76,female
subscribers_06094,28,female
subscribers_06095,24,male
subscribers_06096,41,male
subscribers_06097,60,male
subscribers_06098,38,female
subscribers_06099,28,male
subscribers_06100,30,male
subscribers_06101,58,male
subscribers_06102,25,male
subscribers_06103,56,male
subscribers_06104,48,male
subscribers_06105,61,male
subscribers_06106,73,female
subscribers_06107,29,male
subscribers_06108,73,male
subscribers_06109,37,female
subscribers_06110,50,female
subscribers_06111,48,female
subscribers_06112,59,female
subscribers_06113,47,female
subscribers_06114,62,female
subscribers_06115,28,male
subscribers_06116,67,male
subscribers_06117,30,female
subscribers_06118,75,female
subscribers_06119,65,female
subscribers_06120,22,female
subscribers_06121,63,female
subscribers_06122,26,male
subscribers_06123,65,female
subscribers_06124,43,female
subscribers_06125,68,female
subscribers_06126,15,female
subscribers_06127,23,female
subscribers_06128,91,male
subscribers_06129,24,male
subscribers_06130,35,male
subscribers_06131,59,male
subscribers_06132,25,male
subscribers_06133,48,male
subscribers_06134,74,female
subscribers_06135,60,male
subscribers_06136,39,female
subscribers_06137,20,male
subscribers_06138,37,female
subscribers_06139,22,male
subscribers_06140,54,female
subscribers_06141,67,male
subscribers_06142,19,female
subscribers_06143,23,male
subscribers_06144,44,male
subscribers_06145,28,male
subscribers_06146,18,female
subscribers_06147,56,female
subscribers_06148,16,female
subscribers_06149,51,female
subscribers_06150,51,female
subscribers_06151,28,male
subscribers_06152,32,male
subscribers_06153,25,male
subscribers_06154,65,male
subscribers_06155,45,male
subscribers_06156,60,male
subscribers_06157,65,female
subscribers_06158,47,female
subscribers_06159,51,male
subscribers_06160,17,male
subscribers_06161,63,male
subscribers_06162,61,male
subscribers_06163,30,female
subscribers_06164,42,female
subscribers_06165,39,female
subscribers_06166,41,male
subscribers_06167,67,female
subscribers_06168,42,male
subscribers_06169,23,female
subscribers_06170,56,female
subscribers_06171,55,female
subscribers_06172,32,female
subscribers_06173,49,male
subscribers_06174,45,male
subscribers_06175,22,female
subscribers_06176,31,female
subscribers_06177,17,male
subscribers_06178,21,male
subscribers_06179,54,male
subscribers_06180,67,male
subscribers_06181,27,female
subscribers_06182,27,male
subscribers_06183,43,male
subscribers_06184,74,male
subscribers_06185,43,male
subscribers_06186,60,female
subscribers_06187,29,female
subscribers_06188,50,female
subscribers_06189,45,male
subscribers_06190,19,female
subscribers_06191,65,male
subscribers_06192,20,male
subscribers_06193,47,male
subscribers_06194,79,female
subscribers_06195,27,female
subscribers_06196,23,male
subscribers_06197,41,female
subscribers_06198,39,female
subscribers_06199,22,female
subscribers_06200,46,female
subscribers_06201,25,male
subscribers_06202,25,female
subscribers_06203,55,female
subscribers_06204,82,female
subscribers_06205,32,male
subscribers_06206,15,male
subscribers_06207,58,female
subscribers_06208,46,male
subscribers_06209,34,female
subscribers_06210,41,female
subscribers_06211,40,male
subscribers_06212,57,female
subscribers_06213,47,female
subscribers_06214,37,male
subscribers_06215,15,female
subscribers_06216,26,male
subscribers_06217,28,male
subscribers_06218,70,male
subscribers_06219,32,male
subscribers_06220,69,female
subscribers_06221,34,female
subscribers_06222,25,female
subscribers_06223,18,female
subscribers_06224,39,male
subscribers_06225,46,female
subscribers_06226,24,female
subscribers_06227,29,male
subscribers_06228,58,male
subscribers_06229,63,female
subscribers_06230,60,male
subscribers_06231,17,male
subscribers_06232,30,female
subscribers_06233,60,female
subscribers_06234,27,male
subscribers_06235,20,female
subscribers_06236,51,female
subscribers_06237,23,male
subscribers_06238,16,female
subscribers_06239,62,female
subscribers_06240,33,male
subscribers_06241,43,male
subscribers_06242,36,male
subscribers_06243,48,female
subscribers_06244,22,female
subscribers_06245,23,female
subscribers_06246,52,male
subscribers_06247,18,male
subscribers_06248,75,female
subscribers_06249,79,female
subscribers_06250,30,male
subscribers_06251,26,female
subscribers_06252,49,male
subscribers_06253,19,male
subscribers_06254,71,female
subscribers_06255,33,male
subscribers_06256,54,female
subscribers_06257,24,male
subscribers_06258,34,male
subscribers_06259,15,male
subscribers_06260,19,male
subscribers_06261,15,male
subscribers_06262,21,male
subscribers_06263,58,female
subscribers_06264,25,male
subscribers_06265,33,male
subscribers_06266,22,male
subscribers_06267,45,male
subscribers_06268,40,male
subscribers_06269,29,male
subscribers_06270,66,female
subscribers_06271,60,male
subscribers_06272,23,female
subscribers_06273,16,male
subscribers_06274,18,male
subscribers_06275,44,male
subscribers_06276,60,female
subscribers_06277,20,male
subscribers_06278,20,male
subscribers_06279,70,male
subscribers_06280,64,male
subscribers_06281,17,male
subscribers_06282,43,male
subscribers_06283,64,female
subscribers_06284,48,male
subscribers_06285,20,male
subscribers_06286,27,male
subscribers_06287,26,male
subscribers_06288,38,female
subscribers_06289,21,female
subscribers_06290,19,female
subscribers_06291,28,male
subscribers_06292,36,male
subscribers_06293,52,male
subscribers_06294,84,male
subscribers_06295,29,male
subscribers_06296,26,male
subscribers_06297,46,male
subscribers_06298,72,female
subscribers_06299,49,female
subscribers_06300,60,female
subscribers_06301,24,female
subscribers_06302,30,female
subscribers_06303,50,female
subscribers_06304,18,male
subscribers_06305,46,female
subscribers_06306,66,male
subscribers_06307,45,female
subscribers_06308,18,female
subscribers_06309,41,female
subscribers_06310,61,male
subscribers_06311,62,male
subscribers_06312,41,female
subscribers_06313,34,male
subscribers_06314,26,female
subscribers_06315,58,male
subscribers_06316,63,male
subscribers_06317,63,male
subscribers_06318,51,female
subscribers_06319,52,male
subscribers_06320,65,male
subscribers_06321,24,male
subscribers_06322,49,female
subscribers_06323,20,male
subscribers_06324,16,female
subscribers_06325,41,female
subscribers_06326,48,female
subscribers_06327,22,female
subscribers_06328,41,female
subscribers_06329,24,male
subscribers_06330,19,male
subscribers_06331,26,male
subscribers_06332,23,female
subscribers_06333,86,male
subscribers_06334,70,female
subscribers_06335,18,male
subscribers_06336,32,male
subscribers_06337,42,female
subscribers_06338,17,female
subscribers_06339,50,male
subscribers_06340,24,male
subscribers_06341,68,male
subscribers_06342,46,male
subscribers_06343,17,female
subscribers_06344,59,male
subscribers_06345,42,male
subscribers_06346,24,female
subscribers_06347,52,male
subscribers_06348,62,female
subscribers_06349,20,female
subscribers_06350,17,male
subscribers_06351,46,female
subscribers_06352,20,female
subscribers_06353,24,male
subscribers_06354,16,female
subscribers_06355,62,female
subscribers_06356,82,female
subscribers_06357,56,female
subscribers_06358,36,male
subscribers_06359,32,male
subscribers_06360,18,male
subscribers_06361,28,male
subscribers_06362,29,female
subscribers_06363,21,female
subscribers_06364,58,male
subscribers_06365,56,female
subscribers_06366,18,male
subscribers_06367,28,male
subscribers_06368,45,male
subscribers_06369,20,female
subscribers_06370,45,male
subscribers_06371,18,female
subscribers_06372,48,female
subscribers_06373,49,male
subscribers_06374,19,female
subscribers_06375,65,female
subscribers_06376,35,female
subscribers_06377,36,female
subscribers_06378,30,male
subscribers_06379,66,male
subscribers_06380,31,male
subscribers_06381,48,male
subscribers_06382,36,male
subscribers_06383,45,male
subscribers_06384,52,male
subscribers_06385,29,female
subscribers_06386,37,female
subscribers_06387,19,female
subscribers_06388,32,male
subscribers_06389,26,male
subscribers_06390,24,male
subscribers_06391,19,female
subscribers_06392,39,female
subscribers_06393,24,male
subscribers_06394,26,female
subscribers_06395,46,female
subscribers_06396,53,male
subscribers_06397,21,female
subscribers_06398,36,male
subscribers_06399,37,male
subscribers_06400,32,female
subscribers_06401,43,female
subscribers_06402,63,female
subscribers_06403,22,male
subscribers_06404,49,female
subscribers_06405,20,male
subscribers_06406,46,male
subscribers_06407,15,female
subscribers_06408,31,male
subscribers_06409,82,female
subscribers_06410,24,male
subscribers_06411,32,female
subscribers_06412,38,female
subscribers_06413,59,male
subscribers_06414,43,female
subscribers_06415,64,female
subscribers_06416,65,male
subscribers_06417,27,female
subscribers_06418,22,female
subscribers_06419,58,female
subscribers_06420,50,male
subscribers_06421,15,female
subscribers_06422,34,male
subscribers_06423,33,male
subscribers_06424,63,male
subscribers_06425,65,female
subscribers_06426,47,female
subscribers_06427,16,female
subscribers_06428,54,male
subscribers_06429,35,female
subscribers_06430,18,female
subscribers_06431,54,male
subscribers_06432,70,male
subscribers_06433,52,male
subscribers_06434,46,male
subscribers_06435,16,female
subscribers_06436,51,female
subscribers_06437,21,male
subscribers_06438,59,male
subscribers_06439,50,female
subscribers_06440,51,male
subscribers_06441,30,female
subscribers_06442,33,male
subscribers_06443,41,male
subscribers_06444,21,male
subscribers_06445,25,male
subscribers_06446,87,female
subscribers_06447,55,male
subscribers_06448,17,male
subscribers_06449,24,male
subscribers_06450,50,female
subscribers_06451,61,female
subscribers_06452,24,male
subscribers_06453,29,female
subscribers_06454,19,male
subscribers_06455,40,female
subscribers_06456,32,female
subscribers_06457,85,male
subscribers_06458,63,female
subscribers_06459,52,male
subscribers_06460,58,female
subscribers_06461,30,female
subscribers_06462,51,male
subscribers_06463,56,female
subscribers_06464,32,female
subscribers_06465,48,female
subscribers_06466,68,male
subscribers_06467,62,female
subscribers_06468,39,female
subscribers_06469,35,male
subscribers_06470,19,male
subscribers_06471,26,male
subscribers_06472,63,male
subscribers_06473,39,male
subscribers_06474,29,male
subscribers_06475,20,male
subscribers_06476,65,female
subscribers_06477,22,male
subscribers_06478,21,female
subscribers_06479,19,male
subscribers_06480,25,female
subscribers_06481,61,female
subscribers_06482,54,male
subscribers_06483,40,male
subscribers_06484,25,female
subscribers_06485,64,female
subscribers_06486,45,male
subscribers_06487,51,male
subscribers_06488,22,female
subscribers_06489,15,male
subscribers_06490,22,male
subscribers_06491,19,male
subscribers_06492,72,female
subscribers_06493,33,male
subscribers_06494,39,male
subscribers_06495,47,male
subscribers_06496,24,male
subscribers_06497,35,male
subscribers_06498,60,female
subscribers_06499,68,male
subscribers_06500,61,male
subscribers_06501,23,female
subscribers_06502,60,female
subscribers_06503,49,female
subscribers_06504,37,female
subscribers_06505,43,female
subscribers_06506,18,male
subscribers_06507,46,male
subscribers_06508,34,female
subscribers_06509,54,male
subscribers_06510,76,male
subscribers_06511,28,female
subscribers_06512,20,male
subscribers_06513,25,male
subscribers_06514,36,female
subscribers_06515,30,male
subscribers_06516,46,male
subscribers_06517,42,female
subscribers_06518,62,male
subscribers_06519,39,female
subscribers_06520,66,male
subscribers_06521,65,male
subscribers_06522,19,female
subscribers_06523,27,female
subscribers_06524,31,female
subscribers_06525,15,male
subscribers_06526,76,male
subscribers_06527,23,male
subscribers_06528,62,male
subscribers_06529,26,male
subscribers_06530,31,male
subscribers_06531,34,female
subscribers_06532,59,male
subscribers_06533,73,female
subscribers_06534,15,female
subscribers_06535,62,male
subscribers_06536,59,male
subscribers_06537,65,female
subscribers_06538,88,female
subscribers_06539,43,male
subscribers_06540,19,male
subscribers_06541,49,male
subscribers_06542,28,female
subscribers_06543,36,female
subscribers_06544,92,female
subscribers_06545,21,female
subscribers_06546,58,female
subscribers_06547,58,male
subscribers_06548,29,female
subscribers_06549,39,female
subscribers_06550,62,female
subscribers_06551,62,male
subscribers_06552,15,female
subscribers_06553,33,male
subscribers_06554,39,female
subscribers_06555,89,male
subscribers_06556,28,male
subscribers_06557,27,male
subscribers_06558,79,male
subscribers_06559,19,male
subscribers_06560,41,female
subscribers_06561,65,male
subscribers_06562,43,male
subscribers_06563,49,male
subscribers_06564,37,male
subscribers_06565,39,female
subscribers_06566,56,male
subscribers_06567,56,male
subscribers_06568,58,female
subscribers_06569,67,female
subscribers_06570,38,male
subscribers_06571,30,male
subscribers_06572,26,female
subscribers_06573,25,female
subscribers_06574,84,male
subscribers_06575,38,male
subscribers_06576,57,male
subscribers_06577,25,male
subscribers_06578,63,female
subscribers_06579,34,female
subscribers_06580,67,female
subscribers_06581,46,female
subscribers_06582,54,male
subscribers_06583,63,male
subscribers_06584,34,female
subscribers_06585,55,male
subscribers_06586,41,male
subscribers_06587,18,male
subscribers_06588,56,male
subscribers_06589,83,male
subscribers_06590,33,female
subscribers_06591,33,male
subscribers_06592,57,male
subscribers_06593,27,male
subscribers_06594,62,male
subscribers_06595,16,male
subscribers_06596,62,female
subscribers_06597,57,female
subscribers_06598,54,female
subscribers_06599,33,female
subscribers_06600,37,male
subscribers_06601,25,female
subscribers_06602,55,male
subscribers_06603,32,male
subscribers_06604,34,male
subscribers_06605,69,female
subscribers_06606,36,male
subscribers_06607,35,male
subscribers_06608,65,male
subscribers_06609,33,female
subscribers_06610,35,female
subscribers_06611,25,female
subscribers_06612,34,male
subscribers_06613,25,female
subscribers_06614,25,male
subscribers_06615,22,female
subscribers_06616,44,female
subscribers_06617,37,male
subscribers_06618,29,female
subscribers_06619,28,female
subscribers_06620,39,female
subscribers_06621,62,male
subscribers_06622,45,female
subscribers_06623,41,male
subscribers_06624,20,female
subscribers_06625,32,male
subscribers_06626,58,male
subscribers_06627,28,female
subscribers_06628,30,female
subscribers_06629,18,male
subscribers_06630,27,male
subscribers_06631,40,female
subscribers_06632,53,male
subscribers_06633,51,male
subscribers_06634,16,male
subscribers_06635,33,female
subscribers_06636,17,male
subscribers_06637,28,female
subscribers_06638,16,female
subscribers_06639,26,male
subscribers_06640,42,male
subscribers_06641,55,female
subscribers_06642,64,male
subscribers_06643,24,male
subscribers_06644,47,male
subscribers_06645,33,female
subscribers_06646,21,male
subscribers_06647,34,male
subscribers_06648,41,female
subscribers_06649,51,female
subscribers_06650,15,female
subscribers_06651,58,male
subscribers_06652,47,female
subscribers_06653,23,female
subscribers_06654,30,male
subscribers_06655,17,female
subscribers_06656,34,female
subscribers_06657,29,male
subscribers_06658,64,female
subscribers_06659,15,female
subscribers_06660,65,female
subscribers_06661,23,male
subscribers_06662,31,female
subscribers_06663,55,male
subscribers_06664,25,female
subscribers_06665,45,male
subscribers_06666,19,male
subscribers_06667,21,female
subscribers_06668,65,male
subscribers_06669,49,male
subscribers_06670,64,male
subscribers_06671,65,female
subscribers_06672,75,male
subscribers_06673,60,female
subscribers_06674,34,female
subscribers_06675,51,male
subscribers_06676,28,male
subscribers_06677,61,female
subscribers_06678,44,female
subscribers_06679,65,male
subscribers_06680,15,male
subscribers_06681,64,male
subscribers_06682,54,female
